id_solicitud;numero;fecha;id_cliente;id_persona;id_cultivo;id_dirpais;id_dirprovincia;id_dircanton;id_dirdistrito;id_dirbarrio;otras_senas;id_laboratorio;entrega;area_muestreada;edadcultivo;coordenadax;coordenaday;observaciones;estado;id_moneda;exento;id_access;id_categoria;responsable;id_cliente_subcliente
207;95742;2025-06-24 14:21:20;2;6;0;1;4;47;0;0;;9;0;;;;;;1;1;0;288262;1;14009;0
208;95755;2025-06-25 13:39:27;5;6;0;1;7;77;451;0;;9;0;;;;;;1;1;0;288275;1;15626;0
209;95791;2025-06-27 11:22:03;1;6;0;1;1;14;0;0;;9;0;;;;;Enviar reporte a johan.picadomata@ucr.ac.cr y jazmin.moragomez@ucr.ac.cr;1;1;1;288311;10;11717;0
210;95792;2025-06-27 11:26:00;2;6;0;1;1;14;0;0;;9;0;;;;;Enviar reporte a johan.picadomata@ucr.ac.cr y jazmin.moragomez@ucr.ac.cr;1;1;1;288312;10;11717;0
211;95805;2025-06-27 14:24:56;5;6;0;1;1;19;0;0;;9;0;;;;;;1;1;1;288325;1;16110;0
212;95814;2025-06-30 09:50:51;4;6;0;1;5;62;376;0;;9;0;;;;;;1;1;0;288334;1;16113;0
213;95821;2025-06-30 14:52:54;1;6;0;1;1;2;13;0;;9;0;;;;;;1;1;0;288341;1;14009;0
214;95822;2025-06-30 15:07:11;2;6;0;3;0;0;0;0;;9;0;;;;;;1;2;0;288342;1;14700;13818
215;95835;2025-07-01 10:34:11;5;6;0;1;6;74;442;5888;;9;0;;;;;Latitud: 8,603787° N y Longitud: 82,906114° O;1;1;0;288355;1;3682;13843
216;95836;2025-07-01 10:34:55;1;6;0;1;6;74;442;5888;;9;0;;;;;Latitud: 8,600276° N y Longitud: 82,909889° O;1;1;0;288356;1;3682;13843
217;95839;2025-07-01 10:56:37;4;6;0;1;6;74;442;0;;9;0;;;;;Latitud: 8,588437° N y Longitud: 82,895995° O;1;1;0;288359;1;3682;13844
218;95840;2025-07-01 10:57:16;5;6;0;1;6;74;442;0;;9;0;;;;;Latitud: 8,584574° N y Longitud: 82,893955° O;1;1;0;288360;1;3682;13844
219;95845;2025-07-01 13:47:39;5;6;0;1;1;6;40;572;;9;0;;;;;;1;1;0;288365;1;14009;0
220;95854;2025-07-02 09:58:32;4;6;0;1;7;81;474;0;;9;0;;;;;;1;1;0;288374;1;2156;13847
221;95909;2025-07-04 15:40:03;4;6;0;1;1;19;0;0;;9;0;;;;;;1;1;0;288429;1;10692;0
222;95917;2025-07-07 13:27:11;2;6;0;1;1;7;47;633;;9;0;;;;;;1;1;0;288437;1;14009;0
223;95930;2025-07-08 14:08:58;5;6;0;1;4;47;307;3575;;9;0;;;;;;1;1;0;288450;1;14009;0
224;95938;2025-07-08 15:12:13;3;6;0;1;6;72;437;0;;9;0;;;;;;1;1;0;288458;1;4212;0
225;95947;2025-07-09 13:17:13;2;6;0;1;2;26;0;0;;9;0;;;;;;1;1;0;288467;1;15074;0
226;95969;2025-07-10 13:40:46;4;6;0;1;2;21;124;1602;;9;0;;;;;Tesis Daniel Cabrera Salazar - daniel.cabrera@ucr.ac.cr;1;1;0;288489;6;15467;13870
227;95998;2025-07-11 11:47:28;3;378;0;1;3;42;276;0;;9;0;;;;;;1;1;0;288518;1;2156;12209
228;96004;2025-07-11 13:13:57;4;378;0;1;3;42;276;0;;9;0;;;;;;1;1;0;288524;1;2156;13879
229;96011;2025-07-14 08:15:52;1;6;0;1;5;56;0;0;;9;0;;;;;;1;1;0;288531;1;4696;0
230;96024;2025-07-15 09:01:26;4;6;0;1;6;65;390;4785;;9;0;;;;;;1;1;0;288544;1;14253;0
231;96047;2025-07-16 13:10:31;2;378;0;1;7;81;474;0;;9;0;;;;;;1;1;0;288567;1;2156;13890
232;96049;2025-07-16 13:49:01;4;378;0;1;7;81;474;0;;9;0;;;;;;1;1;0;288569;1;2156;13891
233;96051;2025-07-16 14:00:03;1;378;0;1;7;81;474;0;;9;0;;;;;;1;1;0;288571;1;2156;13892
234;96053;2025-07-16 14:07:39;3;378;0;1;7;81;474;0;;9;0;;;;;;1;1;0;288573;1;2156;13893
235;96058;2025-07-16 15:15:40;3;6;0;1;5;54;331;0;;9;0;;;;;;1;1;0;288578;1;16178;13887
236;96070;2025-07-17 10:18:17;5;6;0;1;5;58;355;4346;;9;0;;;;;;1;1;0;288590;1;15637;13897
237;96071;2025-07-17 10:19:03;1;6;0;1;5;58;355;4346;;9;0;;;;;*No viene en la lista pero Esteban indica que se registre.;1;1;0;288591;1;15637;13897
238;96073;2025-07-17 10:30:18;3;6;0;1;5;58;355;4346;;9;0;;;;;;1;1;0;288593;1;15637;13897
239;96100;2025-07-18 14:45:51;5;6;0;1;1;19;109;0;;9;0;;;;;;1;1;1;288620;6;11450;13899
240;96109;2025-07-21 13:45:40;4;6;0;1;6;65;390;4785;;9;0;;;;;;1;1;0;288629;1;14253;0
241;96113;2025-07-21 15:28:27;3;6;0;1;0;0;0;0;;9;0;;;;;;1;1;0;288633;1;2627;0
242;96144;2025-07-23 16:04:49;4;6;0;3;0;0;0;0;;9;0;;;;;;1;2;0;288664;1;14700;0
243;96152;2025-07-24 13:59:32;2;6;0;1;2;27;0;0;;9;0;;;;;;1;1;0;288672;1;5165;13904
244;96171;2025-07-28 11:22:30;1;6;0;1;0;0;0;0;;9;0;;;;;;1;1;0;288691;1;5355;0
245;96173;2025-07-28 14:24:26;3;6;0;1;2;21;134;0;;9;0;;;;;;1;1;0;288693;1;15106;0
246;96210;2025-07-30 15:45:22;5;6;0;1;2;30;198;0;;9;0;;;;;;1;1;0;288730;1;10118;0
247;96241;2025-07-31 16:21:03;1;6;0;1;4;53;0;0;;9;0;;;;;;1;1;0;288761;1;2525;0
248;96251;2025-08-01 14:20:55;1;6;0;1;7;77;451;0;;9;0;;;;;;1;1;0;288771;1;15626;0
249;96256;2025-08-01 15:41:56;1;6;0;1;5;55;340;0;;9;0;;;;;;1;1;0;288776;1;13188;0
250;96284;2025-08-05 09:17:32;4;6;0;1;7;77;455;0;;9;0;;;;;;1;1;0;288804;1;6915;0
251;96316;2025-08-07 10:52:43;1;6;0;1;3;37;245;0;;9;0;;;;;;1;1;0;288836;1;16247;0
252;96347;2025-08-11 08:16:30;2;6;0;1;6;72;0;0;;9;0;;;;;;1;1;0;288867;1;11682;13961
253;96366;2025-08-11 13:33:53;1;6;0;1;2;28;185;0;;9;0;;;;;;1;1;0;288886;1;2752;13963
254;96377;2025-08-12 10:19:04;2;6;0;1;5;58;356;4356;;9;0;;;;;;1;1;0;288897;1;14691;13964
255;96417;2025-08-13 15:55:03;2;6;0;1;2;21;127;1643;;9;0;;;;;;1;1;0;288937;1;5259;0
256;96448;2025-08-14 14:34:41;3;6;0;1;6;65;391;0;;9;0;;;;;;1;1;0;288968;1;7216;0
257;96466;2025-08-19 09:18:54;1;6;0;1;5;55;340;0;;9;0;;;;;;1;1;0;288986;1;13188;0
258;96472;2025-08-19 14:48:06;2;6;0;1;6;65;398;0;;9;0;;;;;;1;1;0;288992;1;2589;13979
259;96516;2025-08-22 11:37:34;1;6;0;1;7;77;451;0;;9;0;;;;;;1;1;0;289036;1;13155;0
260;96518;2025-08-22 13:24:12;3;6;0;1;7;77;0;0;;9;0;;;;;;1;1;0;289038;1;2156;13472
261;96520;2025-08-22 14:17:01;5;6;0;1;2;30;205;0;;9;0;;;;;;1;1;0;289040;1;16310;0
262;96532;2025-08-25 16:14:55;2;6;0;3;0;0;0;0;;9;0;;;;;No viene la muestra #188. Se avisa a Cristian;1;2;0;289052;1;14700;13942
263;96538;2025-08-26 13:23:24;3;6;0;1;6;73;0;0;;9;0;;;;;;1;1;0;289058;1;6915;0
264;96541;2025-08-26 14:43:06;1;8;0;1;1;8;54;0;;9;0;;;;;;1;1;0;289061;1;15074;0
265;96604;2025-08-29 11:34:17;4;6;0;3;0;0;0;0;;9;0;;;;;;1;2;0;289124;1;14700;13942
266;96627;2025-09-01 14:15:55;2;6;0;1;2;27;183;0;;9;0;;;;;;1;1;0;289147;1;14253;0
267;96640;2025-09-03 10:36:19;5;6;0;1;5;58;356;4356;;9;0;;;;;;1;1;0;289160;1;13079;14015
268;96643;2025-09-03 10:58:43;3;6;0;1;5;56;344;4171;;9;0;;;;;;1;1;0;289163;1;13079;14016
269;96656;2025-09-04 08:09:10;1;6;0;1;0;0;0;0;;9;0;;;;;;1;1;0;289176;1;3487;0
270;96701;2025-09-05 10:16:06;1;6;0;1;1;2;13;0;;9;0;;;;;;1;1;0;289221;1;16331;0
271;96739;2025-09-10 11:10:57;4;6;0;1;7;77;451;0;;9;0;;;;;;1;1;0;289259;1;15626;0
272;96740;2025-09-10 11:25:36;5;6;0;1;7;77;451;0;;9;0;;;;;;1;1;0;289260;1;15626;0
273;96793;2025-09-12 09:17:30;3;6;0;1;2;30;201;0;;9;0;;;;;;1;1;0;289313;1;5259;14049
274;96795;2025-09-12 10:17:38;5;6;0;1;1;2;13;0;;9;0;;;;;;1;1;0;289315;1;16331;0
275;96801;2025-09-12 12:02:42;1;6;0;1;4;53;325;0;;9;0;;;;;;1;1;0;289321;1;10874;0
276;96805;2025-09-12 14:33:45;5;6;0;1;5;54;330;0;;9;0;;;;;;1;1;0;289325;1;15074;0
277;96815;2025-09-16 14:28:45;5;6;0;1;0;0;0;0;;9;0;;;;;;1;1;0;289335;1;14409;0
278;96816;2025-09-16 14:41:19;1;6;0;1;2;28;185;0;;9;0;;;;;;1;1;0;289336;6;3473;11597
279;96829;2025-09-18 08:27:48;4;6;0;1;3;36;242;0;;9;0;;;;;;1;1;0;289349;1;4322;14056
280;96832;2025-09-18 09:43:46;2;6;0;1;5;54;334;0;;9;0;;;;;;1;1;0;289352;1;10222;14058
281;96837;2025-09-18 11:26:25;2;6;0;1;3;42;0;0;;9;0;;;;;;1;1;0;289357;1;2156;14059
282;96847;2025-09-18 14:04:28;2;6;0;1;2;33;225;2721;;9;0;;;;;;1;1;0;289367;1;5439;14063
283;96879;2025-09-19 11:11:55;4;6;0;1;1;9;66;0;;9;0;;;;;;1;1;0;289399;1;4064;0
284;96880;2025-09-19 11:13:18;5;6;0;1;4;45;291;0;;9;0;;;;;;1;1;0;289400;1;4064;0
285;96889;2025-09-22 13:21:50;4;6;0;1;2;30;198;0;;9;0;;;;;;1;1;0;289409;1;14832;0
286;96892;2025-09-22 15:01:05;2;6;0;1;1;19;110;0;;9;0;;;;;;1;1;0;289412;1;10692;0
287;96931;2025-09-24 13:25:16;1;6;0;1;2;30;198;0;;9;0;;;;;;1;1;0;289451;1;7199;0
288;96935;2025-09-24 13:56:42;5;6;0;1;0;0;0;0;;9;0;;;;;Los cilindros son del laboratorio.;1;1;0;289455;1;13155;0
289;96951;2025-09-25 11:06:16;1;6;0;1;1;6;0;0;;9;0;;;;;;1;1;0;289471;1;4322;0
290;96993;2025-09-26 10:05:54;3;6;0;1;1;2;13;0;;9;0;;;;;;1;1;0;289513;1;16331;0
291;97038;2025-09-30 10:32:52;3;6;0;1;2;21;129;0;;9;0;;;;;;1;1;0;289558;1;4212;0
292;97051;2025-09-30 16:28:02;1;8;0;1;3;37;247;0;;9;0;;;;;;1;1;0;289571;1;7094;0
293;97112;2025-10-03 14:48:02;2;6;0;1;3;41;275;0;;9;0;;;;;Envíar marco.serranobrenes@ucr.ac.cr;1;1;1;289632;10;14494;0
294;97113;2025-10-03 15:11:05;3;6;0;1;3;41;273;0;;9;0;;;;;;1;1;1;289633;6;14980;14133
295;97121;2025-10-06 13:31:01;1;6;0;1;1;11;72;0;;9;0;;;;;;1;1;0;289641;6;13616;12791
296;97147;2025-10-08 13:30:45;2;6;0;1;7;76;448;5985;;9;0;;;;;;1;1;0;289667;1;16413;0
297;97152;2025-10-08 14:42:51;2;6;0;1;6;65;401;0;;9;0;;;;;;1;1;0;289672;1;10233;0
298;97154;2025-10-08 14:57:58;4;6;0;1;2;30;205;2488;;9;0;;;;;;1;1;0;289674;1;16417;14144
299;97156;2025-10-08 15:08:13;1;6;0;1;2;30;207;0;;9;0;;;;;;1;1;0;289676;1;16417;14144
300;97158;2025-10-08 15:23:09;3;6;0;1;2;30;205;0;;9;0;;;;;;1;1;0;289678;1;16419;0
301;97160;2025-10-08 15:35:55;5;6;0;1;2;30;205;0;;9;0;;;;;;1;1;0;289680;1;16421;0
302;97184;2025-10-09 14:19:32;4;6;0;1;4;48;0;0;;9;0;;;;;OJO: REPORTE CON FIRMA DIGITAL;1;1;0;289704;1;4696;0
303;97208;2025-10-10 11:56:53;3;6;0;1;1;2;13;0;;9;0;;;;;;1;1;0;289728;1;16331;0
304;97209;2025-10-10 11:58:28;4;6;0;1;1;2;13;0;;9;0;;;;;;1;1;0;289729;1;16331;0
305;97213;2025-10-10 13:49:41;3;6;0;1;3;36;239;0;;9;0;;;;;;1;1;0;289733;1;12904;0
306;97224;2025-10-13 10:52:57;4;6;0;1;7;81;471;6564;;9;0;;;;;;1;1;0;289744;1;6915;0
307;97257;2025-10-15 11:49:51;2;6;0;1;2;21;0;0;;9;0;;;;;;1;1;0;289777;1;16436;0
308;97291;2025-10-20 14:03:44;1;378;0;1;2;30;196;0;;9;0;;;;;;1;1;0;289811;1;11682;0
309;97314;2025-10-21 09:34:48;4;6;0;1;2;28;187;2160;;9;0;;;;;;1;1;0;289834;1;15800;0
310;97338;2025-10-22 11:22:15;3;378;0;1;7;78;0;0;;9;0;;;;;;1;1;0;289858;1;2275;0
311;97340;2025-10-22 11:43:39;5;6;0;1;2;30;200;0;;9;0;;;;;Cliente:Agrícola Industrial La Lydia, S.A / #2025OT001062  Sub cliente: Tecnosoluciones Integrales S.A;1;1;0;289860;1;2227;14184
312;97377;2025-10-23 11:28:02;2;6;0;1;5;56;342;0;;9;0;;;;;;1;1;0;289897;1;16452;0
313;97384;2025-10-23 14:29:03;4;378;0;1;2;88;0;0;;9;0;;;;;Estas muestras son exoneradas, debido a que se dan como compensación por error en las muestras anteriores.;1;1;1;289904;1;2918;0
314;97411;2025-10-24 13:11:45;1;6;0;1;6;65;398;4969;;9;0;;;;;REPORTE CON FIRMA DIGITAL;1;1;0;289931;1;4637;0
315;97455;2025-10-29 13:46:10;5;378;0;1;3;40;262;0;LA FEIMA;9;0;;;;;Copiar reporte a: kenneth.largaespada@ucr.ac.cr.;1;1;1;289975;10;14980;14205
316;97456;2025-10-29 13:48:16;1;378;0;1;3;40;262;0;LA FEIMA;9;0;;;;;Copiar reporte a: kenneth.largaespada@ucr.ac.cr.;1;1;1;289976;10;14980;14205
317;97460;2025-10-30 09:23:38;5;378;0;1;5;54;0;0;;9;0;;;;;;1;1;0;289980;1;16474;0
318;97482;2025-10-31 09:32:32;2;378;0;1;2;30;200;0;;9;0;;;;;;1;1;0;290002;1;16436;0
319;97496;2025-10-31 13:29:26;1;378;0;1;1;6;0;0;;9;0;;;;;Enviar reporte con firma Digital.;1;1;0;290016;1;4696;0
320;97499;2025-10-31 13:52:16;4;378;0;1;2;30;200;0;;9;0;;;;;Cliente:Agrícola Industrial La Lydia, S.A / #2025OT001110 / Sub cliente: Tecnosoluciones Integrales S.A;1;1;0;290019;1;2227;14213
321;97508;2025-11-03 09:58:17;3;378;0;1;4;53;327;0;;9;0;;;;;;1;1;0;290028;1;13155;0
322;97513;2025-11-04 08:15:26;3;378;0;1;4;53;325;0;;9;0;;;;;;1;1;0;290033;1;16480;0
323;97523;2025-11-05 10:20:51;3;378;0;1;5;59;359;0;;9;0;;;;;Se requiere informe con firma digital.;1;1;0;290043;1;5259;0
324;97564;2025-11-06 15:10:19;4;378;0;1;3;43;281;0;;9;0;;;;;;1;1;0;290084;1;11423;0
325;97587;2025-11-10 08:57:04;2;6;0;1;1;11;0;0;;9;0;;;;;Paola Fuentes devuelve 2 anillos vacíos y 2 con la muestra. - La muestra viene en papel, insertaron el anillo pero por ser un material arenoso no está compacta. Se habla con Manuel C. y autoriza aceptarla así.;1;1;0;290107;6;13616;12791
326;97588;2025-11-10 09:06:17;3;6;0;1;1;11;0;0;;9;0;;;;;Devuelve 2 anillos con la muestra.;1;1;0;290108;1;13301;14228
327;97622;2025-11-11 14:33:13;2;378;0;1;6;69;425;0;;9;0;;;;;;1;1;0;290142;1;4637;0
328;97652;2025-11-14 10:35:33;2;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290172;1;2256;14244
329;97657;2025-11-14 11:05:58;2;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290177;1;2256;14245
330;97658;2025-11-14 11:07:11;3;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290178;1;2256;14245
331;97660;2025-11-14 11:31:33;5;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290180;1;2256;14246
332;97682;2025-11-17 11:36:16;2;378;0;1;5;57;351;0;;9;0;;;;;;1;1;0;290202;1;6915;0
333;97706;2025-11-19 13:31:35;1;378;0;1;7;77;451;0;;9;0;;;;;;1;1;0;290226;1;16527;0
334;97737;2025-11-20 15:03:36;2;6;0;1;0;0;0;0;;9;0;;;;;Pedir las muestras a Freddy;1;1;0;290257;6;16409;14139
335;97751;2025-11-21 10:25:03;1;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290271;1;2256;14247
336;97752;2025-11-21 10:25:48;2;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290272;1;2256;14247
337;97754;2025-11-21 10:54:27;4;378;0;1;1;9;63;0;;9;0;;;;;;1;1;0;290274;1;16531;0
338;97769;2025-11-24 08:53:17;4;6;0;1;2;29;190;0;;9;0;;;;;;1;1;0;290289;1;5710;14289
339;97776;2025-11-24 11:35:20;1;378;0;1;4;53;0;0;;9;0;;;;;;1;1;0;290296;1;2525;0
340;97786;2025-11-25 10:51:17;1;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290306;1;2256;14275
341;97787;2025-11-25 10:51:45;2;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290307;1;2256;14275
342;97788;2025-11-25 10:52:06;3;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290308;1;2256;14275
343;97789;2025-11-25 10:52:31;4;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290309;1;2256;14275
344;97797;2025-11-25 15:08:05;2;378;0;1;2;0;0;0;;9;0;;;;;;1;1;0;290317;1;16538;0
345;97800;2025-11-26 08:06:58;5;6;0;1;2;29;190;0;;9;0;;;;;;1;1;0;290320;1;5710;14289
346;97810;2025-11-26 15:52:20;5;6;0;1;5;55;340;0;;9;0;;;;;;1;1;0;290330;1;11682;0
347;97827;2025-11-27 11:31:51;2;378;0;1;0;0;0;0;;9;0;;;;;;1;1;0;290347;1;6854;0
348;97849;2025-11-27 15:26:28;4;378;0;1;0;0;0;0;;9;0;;;;;;1;1;0;290369;1;14964;0
349;97854;2025-12-02 11:13:43;4;6;0;1;0;0;0;0;;9;0;;;;;"*La muestra SG-14, debido a la poca cohesión de los materiales muestreados, se duplicó, como respaldo ante cualquier eventualidad.
Entregan 34 anillos metálicos, que vienen a retirar en el momento en que salga el reporte.";1;1;0;290374;1;5259;14289
350;97856;2025-12-02 11:34:45;1;378;0;1;1;3;0;0;;9;0;;;;;;1;1;0;290376;1;6915;0
351;97878;2025-12-03 13:14:31;3;6;0;1;1;15;91;0;;9;0;;;;;;1;1;0;290398;6;16548;0
352;97894;2025-12-04 09:15:25;4;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290414;1;2256;14278
353;97895;2025-12-04 09:30:27;5;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas. *De este grupo no llegaron las muestras Lapas Lote 03-13 LC PLATO 0-20 - Lapas Lote 03-14 LC PLATO 0-20 - Lapas Lote 03-19 LC PLATO 20-40 y LAPAS Lote 03-21 LC CALLE 0-20;1;2;0;290415;1;2256;14278
354;97896;2025-12-04 09:46:04;1;6;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290416;1;2256;14278
355;97897;2025-12-04 09:53:38;2;6;0;4;0;0;0;0;;9;0;;;;;Muestras secas. En este grupo faltó la muestra LAPAS LOTE 03-35 LC CALLE 0-20;1;2;0;290417;1;2256;14278
356;97900;2025-12-04 10:33:12;5;378;0;1;5;55;340;4079;;9;0;;;;;;1;1;0;290420;1;13079;14294
357;97915;2025-12-04 13:21:09;5;6;0;4;0;0;0;0;;9;0;;;;;Muestras secas. Esta solicitud corresponde a las muestras que no habían llegado.;1;2;0;290435;1;2256;14278
358;97917;2025-12-04 13:46:35;2;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290437;1;2256;14295
359;97919;2025-12-04 14:31:48;4;378;0;1;2;23;155;1957;;9;0;;;;;;1;1;0;290439;1;10692;0
360;97926;2025-12-05 09:43:44;1;6;0;1;6;75;447;0;;9;0;;;;;"Cliente:
Hermanos Vargas Dulce, S.A.#2025OT001247 
Subcliente Tecnosoluciones Integrales";1;1;0;290446;1;2227;14309
361;97936;2025-12-05 10:33:48;1;6;0;1;1;2;13;0;;9;0;;;;;;1;1;0;290456;1;16331;0
362;97952;2025-12-05 13:38:07;2;378;0;1;5;58;358;4398;;9;0;;;;;;1;1;0;290472;1;14691;0
363;97972;2026-01-05 08:57:30;2;378;0;3;0;0;0;0;;9;0;;;;;;1;2;0;290492;1;16561;0
364;97977;2026-01-06 09:20:34;2;378;0;1;5;56;0;0;;9;0;;;;;Se requiere firma digital.;1;1;0;290497;1;5259;0
365;97985;2026-01-06 14:10:22;5;378;0;1;0;0;0;0;;9;0;;;;;Nota: favor generar 3 reportes: uno para cada ubicación. Se solicita con firma digital.;1;1;0;290505;1;4637;0
366;97988;2026-01-07 08:20:13;3;378;0;4;0;0;0;0;;9;0;;;;;"Muestras secas.
Referencia suelos Sol.97965.";1;2;0;290508;1;2256;14295
367;97989;2026-01-07 08:20:34;4;378;0;4;0;0;0;0;;9;0;;;;;"Muestras secas.
Refencia suelos Sol.97966";1;2;0;290509;1;2256;14295
368;97990;2026-01-07 08:20:40;5;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas. Referencia Suelos sol. 97967;1;2;0;290510;1;2256;14295
369;97992;2026-01-07 11:54:04;2;378;0;1;0;0;0;0;;9;0;;;;;;1;1;1;290512;1;16578;14314
370;98001;2026-01-08 08:28:52;1;378;0;1;5;55;340;0;;9;0;;;;;;1;1;0;290521;1;16562;0
371;98006;2026-01-08 11:15:36;1;378;0;1;2;30;196;0;;9;0;;;;;;1;1;0;290526;1;13155;0
372;98014;2026-01-08 15:49:11;4;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290534;1;2256;14295
373;98015;2026-01-08 15:49:56;5;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290535;1;2256;14295
374;98034;2026-01-09 11:22:02;4;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290554;1;2256;14324
375;98036;2026-01-09 11:34:31;1;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290556;1;2256;14324
376;98043;2026-01-09 13:39:16;3;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290563;1;2256;14324
377;98045;2026-01-09 13:47:14;5;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290565;1;2256;14324
378;98049;2026-01-09 14:21:32;4;378;0;4;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;290569;1;2256;14324
379;98056;2026-01-12 09:05:47;1;378;0;1;3;42;278;0;;9;0;;;;;;1;1;0;290576;1;6915;0
380;98069;2026-01-12 13:26:19;4;378;0;1;2;30;200;0;;9;0;;;;;;1;1;0;290589;1;2227;14330
381;98081;2026-01-14 09:30:20;1;378;0;1;5;54;0;0;;9;0;;;;;;1;1;0;290601;1;16452;14334
382;98101;2026-01-15 09:52:50;1;6;0;1;5;55;340;0;;9;0;;;;;;1;1;0;290621;1;11682;0
383;98105;2026-01-15 13:59:52;5;6;0;1;3;40;0;0;;9;0;;;;;Muestras en el laboratorio;1;1;1;290625;10;3640;14340
384;98110;2026-01-16 08:15:44;5;6;0;1;2;33;225;2721;;9;0;;;;;;1;1;0;290630;1;5439;14341
385;98133;2026-01-16 15:03:49;3;6;0;1;3;40;264;0;;9;0;;;;;;1;1;0;290653;1;4484;14349
386;98141;2026-01-19 10:14:27;1;378;0;1;4;46;300;0;;9;0;;;;;;1;1;0;290661;1;6915;0
387;98147;2026-01-19 11:19:55;2;378;0;1;2;0;0;0;;9;0;;;;;;1;1;0;290667;1;13338;0
388;98172;2026-01-21 10:15:38;2;378;0;1;1;19;0;0;;9;0;;;;;;1;1;0;290692;1;7078;0
389;98173;2026-01-21 10:16:40;3;378;0;1;1;19;0;0;;9;0;;;;;;1;1;0;290693;1;7078;0
390;98174;2026-01-21 10:31:42;4;6;0;1;4;48;312;0;;9;0;;;;;;1;1;0;290694;1;4696;0
391;98176;2026-01-21 10:38:50;1;6;0;1;0;0;0;0;;9;0;;;;;;1;1;0;290696;1;10692;0
392;98200;2026-01-22 11:10:09;5;378;0;1;3;42;277;0;;9;0;;;;;;1;1;0;290720;1;10222;0
393;98208;2026-01-22 14:29:44;3;378;0;1;0;0;0;0;;9;0;;;;;Nota: por cada muestra se entrega 1 anillo.;1;1;1;290728;1;16578;14314
394;98214;2026-01-23 14:41:13;4;378;0;1;7;81;474;0;;9;0;;;;;;1;1;0;290734;1;2156;14363
395;98216;2026-01-23 14:50:50;1;378;0;1;3;42;276;0;;9;0;;;;;;1;1;0;290736;1;2156;14364
396;98279;2026-01-27 14:45:53;4;6;0;1;1;11;73;835;;9;0;;;;;;1;1;0;290799;1;10874;0
397;98288;2026-01-28 11:13:10;3;378;0;1;2;21;128;0;;9;0;;;;;En esta solicitud se dan 3 muestras de Retención exentas porque en la sol.96879 y 96880 del año pasado se perdieron las muestras, entonces Manuel dio 3 muestras para ese análisis gratis en las próximas muestras que entregara. La factura anterior fue la 1062719.;1;1;0;290808;1;4064;0
398;98291;2026-01-28 11:53:59;1;6;0;1;1;4;29;444;;9;0;;;;;;1;1;0;290811;1;16615;0
399;98331;2026-01-30 09:11:32;1;6;0;1;4;46;297;0;;9;0;;;;;;1;1;0;290851;1;11529;0
400;98332;2026-01-30 09:14:09;2;6;0;1;4;46;297;0;;9;0;;;;;;1;1;0;290852;1;11529;0
401;98401;2026-02-04 11:45:54;1;378;0;1;1;3;20;0;;9;0;;;;;;1;1;0;290921;1;2156;12682
402;98404;2026-02-04 11:58:35;4;378;0;1;1;19;109;0;;9;0;;;;;;1;1;0;290924;1;2156;14406
403;98421;2026-02-05 08:38:44;1;378;0;1;1;17;99;0;;9;0;;;;;;1;1;0;290941;1;15603;0
404;98448;2026-02-06 10:04:46;3;378;0;1;5;58;357;4364;;9;0;;;;;;1;1;0;290968;1;5259;0
405;98464;2026-02-09 10:41:44;4;6;0;1;2;29;193;2196;;9;0;;;;;;1;1;0;290984;1;16655;0
406;98465;2026-02-09 10:43:07;5;6;0;1;2;29;193;2196;;9;0;;;;;;1;1;0;290985;1;16655;0
407;98475;2026-02-09 13:32:16;5;378;0;1;1;11;73;835;;9;0;;;;;;1;1;0;290995;1;2232;0
408;98479;2026-02-09 16:02:11;4;6;0;1;4;47;303;0;;9;0;;;;;;1;1;0;290999;1;12975;0
409;98496;2026-02-10 15:19:38;1;6;0;1;6;69;423;5345;;9;0;;;;;;1;1;0;291016;1;16667;0
410;98500;2026-02-11 08:45:01;5;6;0;1;5;59;362;0;;9;0;;;;;;1;1;0;291020;1;16672;0
